0	1.000000
1	1.001000
2	1.001000
3	1.001000
4	1.001000
5	1.001000
6	1.001000
7	1.001000
8	1.001000
9	1.001000
10	1.001000
11	1.001000
12	1.001000
13	1.001000
14	1.001000
15	1.001000
16	1.001000
17	1.001000
18	1.001000
19	1.001000
20	1.001000
21	1.002001
22	1.002001
23	1.002001
24	1.002001
25	1.002001
26	1.002001
27	1.002001
28	1.002001
29	1.002001
30	1.002001
31	1.002001
32	1.002001
33	1.002001
34	1.002001
35	1.002001
36	1.002001
37	1.002001
38	1.002001
39	1.002001
40	1.002001
41	1.003003
42	1.003003
43	1.003003
44	1.003003
45	1.003003
46	1.003003
47	1.003003
48	1.003003
49	1.003003
50	1.003003
51	1.003003
52	1.003003
53	1.003003
54	1.003003
55	1.003003
56	1.003003
57	1.003003
58	1.003003
59	1.003003
60	1.003003
61	1.004006
62	1.004006
63	1.004006
64	1.004006
65	1.004006
66	1.004006
67	1.004006
68	1.004006
69	1.004006
70	1.004006
71	1.004006
72	1.004006
73	1.004006
74	1.004006
75	1.004006
76	1.004006
77	1.004006
78	1.004006
79	1.004006
80	1.004006
81	1.005010
82	1.005010
83	1.005010
84	1.005010
85	1.005010
86	1.005010
87	1.005010
88	1.005010
89	1.005010
90	1.005010
91	1.005010
92	1.005010
93	1.005010
94	1.005010
95	1.005010
96	1.005010
97	1.005010
98	1.005010
99	1.005010
100	1.005010
101	1.006015
102	1.006015
103	1.006015
104	1.006015
105	1.006015
106	1.006015
107	1.006015
108	1.006015
109	1.006015
110	1.006015
111	1.006015
112	1.006015
113	1.006015
114	1.006015
115	1.006015
116	1.006015
117	1.006015
118	1.006015
119	1.006015
120	1.006015
121	1.007021
122	1.007021
123	1.007021
124	1.007021
125	1.007021
126	1.007021
127	1.007021
128	1.007021
129	1.007021
130	1.007021
131	1.007021
132	1.007021
133	1.007021
134	1.007021
135	1.007021
136	1.007021
137	1.007021
138	1.007021
139	1.007021
140	1.007021
141	1.008028
142	1.008028
143	1.008028
144	1.008028
145	1.008028
146	1.008028
147	1.008028
148	1.008028
149	1.008028
150	1.008028
151	1.008028
152	1.008028
153	1.008028
154	1.008028
155	1.008028
156	1.008028
157	1.008028
